id,text,cleaned_text,label_name,label
2188,i'm white and have blue-gray eyes . i guess that makes me ugly and a racist . ok,i'm white and have blue-gray eyes . i guess that makes me ugly and a racist . ok,Not HS,0
2189,cnn : the prayerful phrase allahu akbar is a celebration of life,cnn : the prayerful phrase allahu akbar is a celebration of life,Not HS,0
2190,china suggests joint south china sea drills with aseanvia :/ /,china suggests joint south china sea drills with aseanvia :/ /,Not HS,0
2191,miami is about 5 % white .,miami is about 5 % white .,Not HS,0
2192,right  just controlling for us hothead white southerners  we're,right just controlling for us hothead white southerners we're,Not HS,0
2193,ok were are they getting the moneydams breaking roads crumble fires every were but illegals come first.how about using money to help vets,ok were are they getting the moneydams breaking roads crumble fires every were but illegals come first.how about using money to help vets,Implicit HS,2
2194,and by white supremacist they mean any white who defends himself against black racists or says anythi,and by white supremacist they mean any white who defends himself against black racists or says anythi,Not HS,0
2195,why do you want to exploit the race you claim to love ? white men shouldn't exploit white women ... shame on you .,why do you want to exploit the race you claim to love ? white men shouldn't exploit white women ... shame on you .,Not HS,0
2196,! you've seen my top 5 villains of the bible . here are my top five heroes . # 1 ? satan of course . who's yours ?,! you've seen my top 5 villains of the bible . here are my top five heroes . 1 ? satan of course . who's yours ?,Not HS,0
2197," rt german ( and other white )  "" leaders "" "" are not committed to their own people - they only serve jews and the jewish state """," rt german ( and other white ) "" leaders "" "" are not committed to their own people - they only serve jews and the jewish state """,Explicit HS,1
2198,how close was it between glorifying #kimdavisor #joshduggar ? will be attending ? #lgbt #duggary,how close was it between glorifying kimdavisor joshduggar ? will be attending ? lgbt duggary,Not HS,0
2199," yes  he did . i saw the video of him where he said   "" kkk  neo-nazis  white supremacists and other hate groups ... "" "" """," yes he did . i saw the video of him where he said "" kkk neo-nazis white supremacists and other hate groups ... "" "" """,Not HS,0
2200,fraternities : one of the last bastions of white identity : rt :,fraternities : one of the last bastions of white identity : rt :,Not HS,0
2201,but you have supported pathetic weakling boomer cucks like sessions .,but you have supported pathetic weakling boomer cucks like sessions .,Not HS,0
2202,dropping out of college and joining you guys  where do i sign up ?,dropping out of college and joining you guys where do i sign up ?,Not HS,0
2203,true patriots should oppose this racist administration  it's racist policies and all of it's racist supporters . you do not represent the us .,true patriots should oppose this racist administration it's racist policies and all of it's racist supporters . you do not represent the us .,Not HS,0
2204,fliers posted at uc santa barbara blame jews for 9/11 : #israel did 9/11,fliers posted at uc santa barbara blame jews for 9/11 : israel did 9/11,Explicit HS,1
2205,how many of those were white - & please source a gov source . unless you think white never murder in chicago ... lol,how many of those were white - & please source a gov source . unless you think white never murder in chicago ... lol,Not HS,0
2206,john mccain is no longer a sore loser that is ungrateful for the opportunities he has been afforded . he has become a saboteur who has set out to destroy people with whom he disagrees .,john mccain is no longer a sore loser that is ungrateful for the opportunities he has been afforded . he has become a saboteur who has set out to destroy people with whom he disagrees .,Not HS,0
2207,better to work and earn something than rely on welfare . good job brother . good work pays off .,better to work and earn something than rely on welfare . good job brother . good work pays off .,Not HS,0
2208,result of hindu unity few years ago modi was denied visa to usahe is addressing us congress today,result of hindu unity few years ago modi was denied visa to usahe is addressing us congress today,Not HS,0
2209,white people don't exist  only black people do,white people don't exist only black people do,Implicit HS,2
2210,pakistan : police arrest muslim cleric for inciting boy to cut off his own hand,pakistan : police arrest muslim cleric for inciting boy to cut off his own hand,Not HS,0
2211,i'll never understand the smallest percentage of people that contribute nothing to society  screaming for preferential treatment,i'll never understand the smallest percentage of people that contribute nothing to society screaming for preferential treatment,Not HS,0
2212,your currency is rocks ? hippie beta leftist code i'm sure . care to elaborate ?,your currency is rocks ? hippie beta leftist code i'm sure . care to elaborate ?,Not HS,0
2213,john friend's blog : international holohoax remembrance day,john friend's blog : international holohoax remembrance day,Implicit HS,2
2214,most immigrants are legal . it's just america is less white and the country can't come to terms with its own racism .,most immigrants are legal . it's just america is less white and the country can't come to terms with its own racism .,Not HS,0
2215,auschwitz - april 1944 - the sick and disabled . : according to the fable of auschwitz  if you were not fit for ...,auschwitz - april 1944 - the sick and disabled . : according to the fable of auschwitz if you were not fit for ...,Implicit HS,2
2216,hitler ! gas all the americans !,hitler ! gas all the americans !,Explicit HS,1
2217,white identity rally in san francisco ! via :/ /,white identity rally in san francisco ! via :/ /,Not HS,0
2218," lol  i'll never not laugh at  "" cuck . "" "" such an empty line . """," lol i'll never not laugh at "" cuck . "" "" such an empty line . """,Not HS,0
2219,the idea that trump was at 29 % in indiana after stomping cruz next door in little egypt in illinois was always absurd,the idea that trump was at 29 % in indiana after stomping cruz next door in little egypt in illinois was always absurd,Not HS,0
2220,"you live in a shit hole, and the muslims will make nazis look like school boys. fuck mohammed and islam","you live in a shit hole, and the muslims will make nazis look like school boys. fuck mohammed and islam",Implicit HS,2
2221,"of course no remorse, it's considered normal in their culture","of course no remorse, it's considered normal in their culture",Implicit HS,2
2222,britains extremist bloggers helping the alt-right go global  report finds,britains extremist bloggers helping the alt-right go global report finds,Not HS,0
2223,4 russian warships launch 26 missiles against isis from caspian sea whilst cameron & obama talk about what to do .,4 russian warships launch 26 missiles against isis from caspian sea whilst cameron & obama talk about what to do .,Not HS,0
